종목코드,회사명,업종,기업개요,시가총액,마켓타입
067080,대화제약,의약품 제조업,"동사는 1984년 설립되어 2003년 코스닥시장에 상장되었으며 의약품 및 의약부외품의 제조 및 판매와 완제의약품을 공급받아 유통하는 의약품 도매업을 영위하는 기업임. 사업부문은 약품 및 의약품외품의 제조및 판매업, 도소매업, 원료의약품 제조 및 판매업 등을 주요 사업으로 함. 제품은 전문의약품, 일반의약품, 의약품원료로 구성되며, 주요 제품으로 세파메칠정, 후로스판정, 마그네스정 등 감염질환, 소염진통제 등으로 구성됨.",2381,KOSDAQ
263600,덕우전자,전자부품 제조업,동사는 1992년 8월 1일에 설립되어 모바일 카메라모듈용 정밀부품과 자동차용 전장 부품을 전문적으로 생산 및 판매하고 있음. 지배회사인 동사의 주 사업은 CCM(초소형 카메라모듈)에 장착되는 소형 프레스부품과 자동차부품을 제조 및 판매하는 것임. 동사가 생산하는 모바일 카메라모듈용 정밀부품 및 자동차용 전장부품 등은 고객사의 설계 및 요구 스팩에 맞춰 생산됨.,836,KOSDAQ
261200,덴티스,의료용 기기 제조업,"동사는 2005년 3월에 설립하여 치과용 임플란트 제품을 주력으로 하여 의료용 조명등, 치과용 3D프린터, 바이오 등을 개발, 생산, 판매하고 있음. 2016년 치과 업계 최초로 치과전용 SLA 방식 3D프린터와 다양한 치과 분야에적용 가능한 광경화 레진 소재를 개발함. 신제품 개발과 출시를 위해 자체적으로 매년 매출액의 8% 이상을 연구개발활동에 투자하고 있음.",993,KOSDAQ
005160,동국산업,1차 철강 제조업,"동사는 냉연강판가공 및 판매, 무역업 등을 주요사업으로 영위하고 있으며 자회사인 신안풍력발전에서는 신재생에너지 사업부문을 영위하고 있음. 동사 주력제품인 냉연 특수강의 주수요산업은 자동차 산업이 80% 이상을 차지하며 산업기계는 10%대를 유지하고 있어, 자동차 산업의 경기변동에 민감한 영향을 받음. 매출은 냉연강판부문이 46%, 칼라인쇄강판이 32%를 차지함.",2935,KOSDAQ
005290,동진쎄미켐,기초 화학물질 제조업,"1967년 설립되어 PVC 및 고무발포제를 국내 최초로 개발, 국산화하면서 성장의 토대를 마련하였고, 1973년부터 발포제 수출업체가 되었음. 동사가 제조하는 반도체 및 디스플레이용 재료는 감광액, 반사방지막, SOC, 연마제, Wet Chemical, Colored Resist 등임. 최근에는 사업범위를 확대, 전자재료 분야에서 쌓아온 기술력을 바탕으로 차세대 신재생에너지인 연료전지, 이차전지 분야에 집중 투자, 개발하고 있음.",12082,KOSDAQ
025900,동화기업,나무제품 제조업,"1948년 4월에 설립되었으며, 1995년 8월 7일 코스닥시장에 상장함. 목재사업과 자동차사업 부문으로 구조 개편을 실시 하였고, 동사는 현재 국내에서 MDF, PB, MFB, 화학,건장재 등의 사업을 영위하고 있음. 2019년 8월 전해액 등 전자재료의 제조 및 판매를 주요 사업으로 하고 있는 동화일렉트로라이트 (구,파낙스이텍)를 인수하여 2차 전지 전해액 제조 사업을 영위하고 있음.",4398,KOSDAQ
060570,드림어스컴퍼니,영상·오디오물 제공 서비스업,"동사는 1999년 1월 20일 설립되었으며 2003년 12월 19일 코스닥시장에 주식을 상장함. 온라인 음악 서비스, 음반 및 디지털 콘텐츠 유통, 아티스트 MD, 공연 사업, 고음질 오디오 플레이어 및 인공지능 스피커 제조/판매 등을 영위하고 있음. 디바이스 부문은 음향기기(고음질 오디오 재생기기, 고급형 리시버 등)와 가전기기(로봇청소기 등), 영상기기(블랙박스 등) 등 제품 라인업 보유함.",1206,KOSDAQ
217620,디딤이앤에프,음식점업,"주력 사업은 외식사업으로 외식 브랜드별 직영매장을 운영하는 외식사업부문과 외식 브랜드별 프랜차이즈 사업을 영위하고 있는 가맹사업부문, 온라인 및 오프라인 채널등에 간편식 제품 등을 공급하는 유통사업부문으로 구분. 신마포갈매기, 백제원 등 브랜드 운영 중. 2020년 상반기 부터 가정간편식과 레스토랑 간편식 시장에 진출. 2024년 9월 현재 경영권 분쟁 소송이 진행 중. 감사의견 거절로 거래 정지된 상황.",22,KOSDAQ
263690,디알젬,의료용 기기 제조업,"동사는 2003년 9월 25일에 설립되어 병원 및 의원에서 환자를 진단하기 위한 진단용 엑스선촬영장치를 연구개발, 제조 및 판매하는 회사임. 진단용 디지털 엑스선 촬영장치는 크게 엑스선 발생부, 기구부, 영상부 등으로 구성되어 있음. 경상북도 김천시에 연면적 약 27,537평방미터의 제2공장의 건설을 완료하여 시운전 생산 중으로 매출 확대와 더불어 안정적인  생산능력을 보유하고 있음.",613,KOSDAQ
214680,디알텍,의료용 기기 제조업,"동사는 2000년 3월 29일에 설립하였으며, 2016년 12월에 코스닥에 상장함. 전세계 고객의 X-ray 조건에 부합하는 다양한 Solution을 바탕으로, 디텍터 사업과 병행하여 시스템 사업을 본격화하고 있음. 해외 매출비중은 약 80%로 글로벌 마켓 중심 경영을 하고 있음. 간접방식 디텍터는 2013년에 출시했고, 미국 동물용 시장점유율은 30% 이상으로 1위를 유지 중임.",2020,KOSDAQ
109740,디에스케이,특수 목적용 기계 제조업,디스플레이 장비 및 메카트로닉스 관련 정밀 시스템 제조 동사는 기존 사업 영역인 LCD 패널의 PCB Bonding 기술을 접목해 터치패널의 FPC(Flexible Printed Circuit) Auto Bonding System 영업활동 진행 중임. FPD 장비 기술을 활용하여 Solar Cell제조에 필요한 장비를 개발하여 태양광 에너지 분야의 사업을 추진함.,1269,KOSDAQ
197140,디지캡,소프트웨어 개발 및 공급업,"동사는 보호솔루션, 방송서비스 솔루션, N-스크린 솔루션 등의 사업을 영위할 목적으로 2000년에 설립됨(2018년 코스닥시장 상장). 주요 사업은 디지털콘텐츠의 저작권보호를 위한 보호 솔루션, 디지털방송의 다양한 서비스를 지원하기 위한 방송서비스 솔루션, 여러 단말기에서 콘텐츠를 이용할 수 있도록 지원하는 N-스크린 솔루션이 있음. 마지막으로 ATSC 3.0 기반의 지상파 UHD방송 송출을 위한 UHD 방송솔루션 사업이 있음.",322,KOSDAQ
033130,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","동사는 조선일보 계열사로 1995년 10월 2일 설립되었으며, 1997년 8월 6일 코스닥시장에 상장됨. 사업부문은 인터넷사업, 영상사업, 전산사업, 교육사업, 기타사업 등 크게 5개로 나뉘며, 내수위주 사업을 영위함. 영상사업부문은 시티비전(옥외전광판) 및 디지틀조선TV를 운영하고 있으며, 전산사업부문은 신문발행과 관련된 CTS사업과 SI사업 부문으로 이루어져 있음.",624,KOSDAQ
418420,라온텍,전자부품 제조업,"동사는 2009년에 설립되었고 2023년 스팩 흡수합병 방식으로 코스닥시장에 상장함. AR/VR/MR (XR) 용 스마트안경, 차량용 HUD, 빔프로젝트등에 사용되는 마이크로디스플레이 및 SoC 반도체 설계 및 제조를 주요 사업으로 영위하고 있음. 기술개발에 중점을 두고 IP(Intellectual Property)와 제품 디자인을 설계하고 위탁생산자를 통해 위탁생산을 진행하는 생산설비가 없는 팹리스 회사임.",879,KOSDAQ
171120,라이온켐텍,기타 화학제품 제조업,"동사는 1973년 설립되어 건축 내외장재로 사용되는 인조대리석 및 플라스틱의 물성 개선을 위해 첨가되는 합성왁스를 생산하고 있음. 동사는 아크릴계 및 E-Stone에 속하는 인조대리석 제품을 생산하고 있으며, PE/PP의 중합법 혹은 열분해로 생성되는 합성 왁스를 생산하고 있음. 동사는 적극적인 ODM 판매 방식을 통해 시장진입에 성공하였고, 신규 매출처 확보를 위한 ODM 영업 활동을 꾸준하게 지속하여 왔음.",948,KOSDAQ
347700,라이프시맨틱스,소프트웨어 개발 및 공급업,"디지털 헬스 기술 플랫폼 및 디지털헬스 솔루션, 디지털 의료기기 등의 개발과 공급을 주요 사업으로 영위하고 있음. 동사는 능동적 의료소비자의 등장과 디지털헬스를 통한 비대면 의료의 도래를 예견하고 이에 따른 제반 수요에 착안해 국내 최초의 개인건강기록 기반 상용 디지털헬스 기술플랫폼인 '라이프레코드’를 개발하였음. 2024년 7월 22일 체결한 주식양수도계약을 통해 최대주주가 기존 송승재 대표에서 주식회사 스피어코리아로 변경됨.",681,KOSDAQ
412350,레이저쎌,특수 목적용 기계 제조업,"동사는 2015년 04월 설립, '면광원-에어리어 레이저' 기술을 바탕으로 칩과 PCB 기판을 패키징하는 공정에 필요한 패키징 장비 제조를 주요 사업으로 영위함. 보유한 핵심기술을 바탕으로 반도체, 디스플레이 및 2차전지 후공정에 해당하는 패키징 공정 중 본딩과정에 사용되는 장비를 개발 및 제조. 주요 제품으로 rLSR, LSR, pLSR 등이 있음. 동사의 장비에 장착되는 BSOM과 NBOL 디바이스를 사업 영역으로 확장 중임.",356,KOSDAQ
108490,로보티즈,특수 목적용 기계 제조업,"동사는 1999년 3월 25일에 설립되어 서비스로봇 솔루션 및 로봇부품을 연구 개발, 생산 및 판매하고 있음. 핵심 기술은 자율주행로봇을 비롯한 서비스 로봇 구축 솔루션이며 크게는 로봇전용 액츄에이터(제품명:Dynamixel-다이나믹셀)와 이를 효과적으로 활용할 수 있는 지능형 소프트웨어로 구성되어 있음. 시스템 통합기술과 인공지능 기술의 강점을 이용하여 자율주행로봇을 신성장 동력사업으로 기획 및 추진하고 있음.",2245,KOSDAQ
302550,리메드,의료용 기기 제조업,"강력한 자기장을 생성시켜 비침습적인 자극으로 신경세포의 탈분극 유도를 통해 각종 질환을 치료/재활하는 의료기기를 개발 및 제조하는 업체. 주요 사업으로는 비침습적 방법으로 TMS를 활용하는 뇌재활사업, 각종 근골격계 통증치료에 사용되는 NMS를 활용한 만성통증사업, 근력 강화를 위한 CSMS를 활용한 에스테틱사업이 있음. NMS 제품의 경우 2021년 가장 큰 시장인 미국에서 FDA 허가를 받은 뒤 현재 미국 시장에도 진출.",1224,KOSDAQ
067280,멀티캠퍼스,기타 교육기관,"2000년 5월 설립된 동사는 외국어 평가 및 교육서비스, 지식플랫폼에 기반한 지식서비스 사업을 영위함. 교육사업 부문은 온라인과 집합교육 서비스로 구성되어 있으며, 외국어사업 부문은 외국어평가 서비스와 외국어교육 서비스로 구분됨. 지식사업 부문은 기업 CEO 및 임원, 공공부문 기관장들을 대상으로 한 SERICEO, 간부를 대상으로 서비스하는 SERIPro, 대형 법인 및 공공기관을 대상으로 한 지식맞춤서비스를 주로 제공함.",1734,KOSDAQ
086900,메디톡스,기초 의약물질 제조업,"동사는 중요한 사업으로 클로스트리디움 보툴리눔 A형독소 및 보툴리눔 독소를 이용한 바이오 의약품의 연구·개발 및 제조·판매를 영위하고 있음. 주력 제품인 보툴리눔 A형 독소 의약품 메디톡신®주(Neuronox®)는 동사가 국내 최초이자 세계 4번째 독자적인 원천기술로 개발한 제품임. 해외 약 30여개국에 제품을 수출하고 있으며, 향후 주요 국가에서의 판매 조직 확대를 통해 해외 부문의 매출 비중이 더욱 증가할 것으로 예상됨.",8999,KOSDAQ
021880,메이슨캐피탈,기타 금융업,"수신기능이 없는 대신 채권발행, 차입금, 자본금, 잉여금 등을 통해 조달된 자금으로 여신을 제공하는 것이 주업무임. 동사는 신용카드업을 제외한 시설대여, 할부금융, 신기술사업금융 허가를 득하여 관련 영업 및 일반대출업무를 영위함. 2018년 4월 미얀마 금융당국으로부터 소액금융대출 영업임시인가를 취득하고 2020년 1월 정식인가를 취득함으로써 해외금융사업을 통한 신규사업기회의 교두보를 마련함.",437,KOSDAQ
140410,메지온,자연과학 및 공학 연구개발업,"2002년 동아제약에서 동아팜텍으로 분사하여 2013년 현 상호로 변경하였으며 신약후보 물질의 도입, 개발, 기술이전 사업을 영위 중인 C&D업체임. 동아에스티 발기부전치료제 자이데나의 성분 유데나필의 북미와 러시아, 멕시코 특허 보유로 마일스톤과 국내의료기기 부문 매출이 주 수익원임. 발기부전증 및 전립선비대증, 발기부전증과 전립선비대증의 동시적응증, 폰탄수술 치료제 등의 용도로 유데나필의 임상 3상 진행 중에 있음.",9259,KOSDAQ
